emp_no,salary
25196,40000
25203,40000
25204,70036
25210,40000
25215,55318
25216,40000
25220,40000
25222,45419
25226,40000
25246,48424
25254,61383
25255,84701
25261,58164
25272,40000
25290,43801
25298,51486
25312,40000
25323,40000
25335,40000
25337,59941
25351,44761
25354,40000
25362,52215
25363,40000
25371,40000
25372,40000
25376,45803
25378,46797
25380,52921
25388,108827
25391,40000
25393,65677
25401,58499
25410,59748
25435,59856
25440,74313
25453,40000
25468,40000
25471,70031
25475,40000
25478,55430
25487,63675
25491,44737
25498,40000
25504,40000
25520,40000
25531,40000
25538,58455
25541,40716
25546,40000
25547,40000
25555,40000
25562,62196
25563,42688
25564,67295
25583,68122
25593,40000
25600,87210
25611,63699
25613,53984
25614,73256
25615,55339
25621,58879
25628,49460
25632,56685
25643,60206
25644,58794
25649,42632
25659,116145
25670,40000
25673,44111
25685,48843
25689,61804
25692,40000
25697,52092
25717,66977
25720,40000
25721,71907
25724,40000
25726,54934
25738,75043
25741,56749
25749,58100
25765,56143
25772,51275
25774,52064
25780,54425
25790,59606
25795,40000
25801,52478
25806,42806
25811,48112
25822,48197
25828,40000
25830,69560
25839,40000
25850,55936
25858,40000
25859,44460
25864,54475
25874,40000
25885,55643
25909,42105
25916,45138
25917,40000
25920,40000
25936,46315
25937,40000
25938,40000
25939,58709
25957,40000
25972,44564
25979,61616
25992,60761
25993,49060
26002,68629
26008,40000
26011,44474
26012,41765
26013,65121
26020,40000
26043,40000
26053,78218
26064,40000
26066,45341
26086,53923
26087,40000
26088,40000
26089,59199
26093,40000
26102,62902
26104,53666
26106,49105
26113,79099
26114,55581
26119,40000
26121,40000
26131,40000
26137,64854
26140,62064
26153,40000
26168,40000
26185,40000
26188,47055
26190,77943
26191,40000
26194,40000
26202,73416
26205,60726
26208,84183
26221,40000
26226,60957
26232,40000
26236,48052
26248,40709
26252,82085
26253,62503
26256,61641
26257,40000
26261,52784
26264,64582
26268,46314
26271,62396
26277,41775
26279,49503
26283,40000
26284,50540
26286,40446
26306,52053
26315,40000
26317,85740
26333,64068
26338,40000
26344,61884
26353,40000
26359,40000
26360,40000
26369,51127
26378,40000
26385,66888
26391,59753
26392,40000
26414,40000
26428,40000
26442,41663
26444,40000
26446,40000
26460,43344
26470,40000
26474,60255
26483,42181
26488,63394
26508,74639
26518,40000
26529,55709
26547,63083
26553,46566
26557,40000
26562,55170
26569,40000
26576,55703
26590,40000
26596,40000
26598,40000
26599,40000
26603,48186
26609,43169
26624,54370
26630,40000
26639,67344
26644,40000
26646,54278
26654,41867
26660,40000
26667,47240
26668,40000
26680,67093
26682,71340
26697,47376
26709,46944
26714,40000
26721,48147
26729,61942
26730,51235
26751,45388
26752,40000
26754,60149
26761,53788
26771,40000
26773,74723
26775,40000
26792,40000
26797,54717
26806,40000
26808,86652
26809,42449
26811,73589
26812,42793
26833,62956
26835,40000
26842,58881
26848,45160
26849,53110
26856,50395
26862,40000
26863,40000
26865,78482
26869,64525
26873,68854
26881,40000
26892,41272
26893,40000
26903,40000
26905,71078
26906,40000
26911,40000
26921,62886
26932,40000
26952,40000
26955,40000
26957,50237
26960,40000
26963,65546
26971,54105
26976,71078
26986,66537
26990,40000
26993,49730
26996,76220
27001,60405
27002,53412
27004,40000
27009,40000
27010,77340
27023,40000
27024,70255
27045,40000
27047,58869
27055,40160
27056,74261
27059,46119
27065,44482
27069,44325
27075,52595
27109,40000
27117,40000
27118,40000
27128,40000
27135,63178
27138,70588
27159,64476
27168,40000
27169,49647
27187,40000
27190,40000
27193,55338
27205,44547
27214,44920
27221,86287
27223,65810
27230,40000
27236,40000
27238,47160
27240,40000
27241,40000
27243,60937
27249,51002
27252,40816
27253,89314
27259,60272
27263,68902
27272,83908
27276,40000
27278,46806
27282,66217
27295,62985
27298,55080
27301,58031
27308,50989
27310,50936
27311,40000
27312,52443
27317,58974
27322,82060
27324,40000
27325,40000
27340,40000
27342,48422
27365,55807
27367,43757
27383,75857
27388,40000
27393,40000
27397,77163
27403,62351
27410,55405
27412,61079
27413,55604
27415,56123
27429,43877
27434,59875
27435,40000
27441,40000
27457,40000
27459,44593
27463,69431
27490,40460
27491,68147
27496,40000
27498,58684
27505,54254
27510,40000
27527,40000
27540,79186
27555,69844
27557,75640
27563,40000
27572,65316
27584,43261
27588,53287
27595,40000
27602,46675
27604,65633
27606,40000
27619,40000
27628,40000
27631,40000
27634,40000
27636,62486
27639,53970
27640,82234
27642,55756
27653,68834
27654,40000
27658,40000
27659,40000
27666,44962
27671,40000
27672,53521
27687,59878
27708,40000
27728,40000
27729,69143
27730,58624
27736,43415
27739,65487
27756,67919
27759,40000
27771,40000
27772,78337
27773,55186
27780,50109
27781,62986
27783,40000
27785,57637
27786,40000
27787,40000
27788,40171
27793,71560
27800,60680
27817,71561
27822,46302
27827,41727
27837,48325
27839,41002
27850,69305
27856,40000
27862,47604
27867,82669
27880,51080
27884,61284
27892,73600
27894,40000
27895,42441
27897,57333
27899,82598
27904,49772
27905,40000
27907,40000
27910,45887
27912,55683
27914,40000
27925,49431
27933,66820
27938,40000
27953,58600
27955,40000
27968,40000
27972,40000
27978,48155
27979,40000
27987,50660
27991,48949
27992,53401
28001,76072
28004,40000
28026,82358
28027,43739
28029,47191
28044,40000
28048,70343
28059,51553
28060,40000
28071,40000
28073,65373
28080,76991
28090,40000
28105,40000
28128,78258
28149,40000
28165,52169
28171,40000
28180,40000
28186,51086
28196,44910
28200,60737
28207,70931
28208,41234
28221,66382
28224,44914
28225,91072
28236,40000
28243,40000
28246,55411
28247,80631
28248,40000
28254,41600
28282,68565
28283,61549
28288,40000
28318,40000
28322,51484
28325,60460
28331,44361
28340,66778
28343,73574
28345,69757
28352,46148
28361,62850
28366,62653
28369,54972
28375,47597
28383,69090
28385,58947
28391,40000
28394,40000
28403,53016
28404,61697
28413,40000
28416,74471
28418,51567
28426,40543
28440,52279
28444,58330
28447,40000
28450,59495
28468,66670
28474,50872
28476,47961
28486,46520
28487,71338
28494,41814
28498,40000
28501,40000
28510,59021
28515,42439
28517,49848
28521,107769
28522,78469
28528,42429
28529,45642
28540,40000
28541,57548
28542,40000
28545,40627
28548,64778
28552,40000
28561,54126
28563,65124
28565,77381
28579,40000
28580,40000
28594,40000
28600,59057
28601,40000
28602,47788
28614,40000
28616,55595
28626,53687
28628,40000
28635,51826
28645,41191
28648,83050
28653,40000
28654,40000
28665,63537
28673,40000
28676,40000
28677,40000
28681,40000
28687,78825
28688,67572
28689,81307
28694,49250
28700,62271
28701,62898
28703,40000
28705,40000
28715,40000
28739,68199
28741,67473
28746,42912
28750,56693
28751,58394
28755,40000
28770,49773
28773,40000
28774,71107
28776,40000
28777,74941
28779,68120
28782,48475
28791,49888
28792,70186
28794,40000
28802,40000
28804,54717
28818,40000
28825,70383
28827,51130
28836,83843
28844,67148
28851,69276
28852,40000
28854,40000
28861,46711
28873,40000
28878,64826
28881,43881
28886,40000
28888,42313
28891,40000
28897,59744
28909,72206
28915,55301
28922,40000
28933,40000
28947,56388
28958,61697
28962,40000
28966,40000
28972,75895
28975,56242
28976,40000
28977,40000
28978,42288
28981,40000
28985,56583
28990,40000
28993,65380
29004,40000
29008,40000
29017,43050
29024,41232
29031,52206
29032,61256
29045,85902
29057,57402
29059,57837
29071,55949
29080,46519
29081,83196
29087,41925
29101,40000
29103,40338
29105,52645
29107,53905
29120,85465
29126,49310
29129,40000
29131,71988
29133,67100
29141,45267
29149,40000
29156,40509
29164,62223
29168,49547
29169,101044
29174,68513
29178,50500
29185,62023
29190,40000
29197,67607
29199,59549
29200,48514
29205,54392
29206,46621
29207,40000
29214,47759
29222,40000
29228,40000
29236,40000
29241,81718
29250,60178
29256,41599
29269,42064
29284,59542
29291,65468
29318,40000
29329,58949
29339,56652
29342,40000
29354,41027
29367,63891
29371,46085
29376,47083
29378,75223
29379,40000
29385,40000
29390,40000
29391,54825
29393,40000
29406,40495
29407,40000
29410,59468
29419,51369
29420,46900
29431,73830
29436,52520
29445,41860
29456,58290
29458,58869
29466,40000
29468,40000
29469,46713
29475,40000
29476,40000
29485,55230
29486,61982
29487,93841
29488,51869
29495,70970
29499,64855
29504,43279
29507,58624
29515,40000
29516,78237
29518,40000
29524,40000
29529,40000
29534,56588
29548,70616
29554,40000
29556,55325
29563,53732
29574,57806
29581,92779
29589,40000
29594,47004
29597,40000
29621,79605
29622,42526
29623,40000
29632,40000
29634,61756
29644,40000
29647,43712
29658,40206
29659,45464
29661,40000
29666,79310
29669,40000
29683,40000
29684,61061
29685,45154
29705,40000
29715,63539
29728,40000
29729,87778
29747,76845
29754,40000
29760,68525
29762,40000
29765,41588
29769,41362
29777,44291
29785,40000
29794,40000
29795,72639
29799,61674
29802,40000
29807,101220
29809,40000
29810,56015
29811,48409
29819,43576
29822,95987
29833,75114
29835,68960
29848,42138
29850,50393
29856,40000
29865,40000
29873,40075
29878,40000
29881,72571
29887,102640
29890,85107
29892,42006
29902,65826
29909,84117
29916,46400
29919,40000
29946,55355
29948,40000
29950,43906
29955,40000
29969,40000
29976,40000
29983,40000
29987,40000
29993,46875
29996,40000
30001,40000
30003,59115
30005,59628
30016,40000
30021,74081
30025,40000
30047,49750
30057,61304
30062,40000
30068,49940
30072,63519
30075,55958
30078,44080
30083,50950
30084,66588
30085,45253
30090,53047
30101,40000
30102,40000
30104,40000
30106,40000
30107,44582
30110,45459
30114,77989
30119,58757
30120,46832
30133,40000
30148,68284
30161,40000
30167,64649
30181,50309
30189,40000
30193,59789
30198,40000
30209,89176
30216,59465
30220,40000
30223,40000
30226,47180
30235,42567
30239,67027
30240,103696
30241,63819
30251,40000
30253,72827
30260,105455
30263,75954
30269,40000
30274,41486
30275,47626
30278,54630
30297,40000
30300,40000
30302,80557
30303,44574
30309,41215
30310,40000
30313,63475
30314,40000
30319,40348
30320,40000
30324,43253
30330,74776
30342,51519
30351,85423
30361,40000
30362,97680
30363,70004
30374,40000
30380,40000
30390,56468
30406,51896
30407,40000
30409,49270
30410,70577
30419,40000
30424,54214
30425,86775
30439,78004
30441,42747
30448,52135
30454,40000
30466,78285
30479,56666
30498,49808
30500,40000
30501,43713
30506,67413
30508,76313
30509,88983
30515,46146
30521,67215
30529,81137
30530,54213
30537,40000
30550,51270
30567,77355
30571,40000
30572,71079
30573,40000
30582,40000
30588,40000
30589,49982
30601,66545
30618,54036
30622,65210
30624,66064
30633,50009
30634,45289
30644,40000
30645,40000
30649,54757
30651,40000
30655,74391
30656,40000
30658,59361
30666,48925
30671,42272
30672,83681
30679,49164
30698,40000
30701,40000
30705,55385
30706,40000
30713,99489
30715,47875
30745,40000
30748,67498
30749,42304
30764,62577
30770,51997
30788,63849
30791,40000
30819,40000
30829,52367
30836,47831
30846,46544
30851,73710
30854,59083
30856,40000
30872,65096
30879,40000
30882,53969
30893,40000
30919,64592
30926,40000
30931,80317
30935,40000
30936,47433
30942,50926
30951,40000
30957,72327
30960,71725
30969,77061
30978,66427
30981,82688
30988,40000
30991,88541
31012,56774
31019,40000
31022,49461
31024,63217
31034,58018
31036,40000
31058,41299
31064,40000
31085,45891
31088,61347
31089,40000
31103,74172
31106,40000
31117,68993
31119,42252
31122,40000
31127,101146
31135,80525
31146,52850
31161,54331
31167,40000
31172,64053
31193,47837
31222,40000
31224,64379
31227,40000
31235,44867
31252,55418
31253,68111
31260,55673
31263,52356
31266,80850
31269,60481
31274,45277
31289,59360
31313,48508
31320,40000
31328,40818
31333,40000
31340,47817
31344,80458
31348,63192
31363,95246
31367,40000
31369,40662
31373,48448
31384,40000
31386,61512
31390,40000
31391,40000
31394,60196
31398,68119
31402,40000
31405,40000
31407,55682
31426,40000
31436,49255
31444,80873
31456,40390
31487,40000
31490,40000
31492,81830
31493,65891
31494,59270
31503,40000
31513,40000
31531,52369
31537,40000
31546,81040
31552,56338
31554,51589
31557,45801
31565,87966
31571,45695
31574,40000
31577,71309
31580,74380
31582,49363
31594,40000
31595,99948
31596,40000
31604,54821
31608,40000
31634,40000
31649,40000
31650,75830
31663,56398
31664,40000
31667,44738
31674,47707
31675,40000
31684,40000
31702,59652
31706,69883
31707,40000
31709,40000
31721,40000
31725,40000
31731,58123
31733,40000
31743,62219
31745,40000
31747,40000
31752,40000
31757,75435
31760,53952
31765,40000
31766,71487
31767,53197
31780,57608
31791,70715
31794,40000
31801,51687
31810,40000
31811,79747
31821,50650
31824,85053
31825,58886
31858,72004
31861,40000
31864,63209
31868,76175
31872,40000
31889,40000
31898,42311
31914,47718
31929,40000
31931,57226
31933,45733
31952,61327
31955,60518
31959,62764
31966,40000
31972,68011
31979,43309
31980,40000
31999,75988
32018,54539
32027,75407
32030,44259
32032,80483
32037,40000
32043,40164
32044,55551
32047,46197
32048,40000
32051,51838
32053,40000
32064,65677
32071,40000
32094,49016
32105,40000
32117,75835
32118,40000
32133,40000
32138,61638
32142,52338
32159,57045
32164,89304
32169,50602
32171,40000
32174,40000
32186,45214
32193,76023
32195,56200
32196,40000
32197,64708
32199,54153
32203,40000
32210,56274
32215,40938
32216,48207
32219,41419
32221,80099
32222,102973
32246,52240
32252,40000
32253,58474
32254,45040
32260,57956
32261,61148
32262,40000
32270,52318
32272,55504
32275,51708
32279,53022
32280,78966
32296,40000
32303,56708
32307,40000
32308,40000
32325,44180
32344,40000
32368,48784
32371,40000
32372,40000
32377,54396
32381,80395
32386,46045
32410,63475
32442,40000
32443,69653
32444,40518
32445,43142
32446,40000
32455,53757
32458,40000
32459,40000
32467,40000
32474,63082
32475,40215
32496,48530
32508,45207
32512,42848
32513,79342
32515,40000
32527,50707
32528,61189
32540,67316
32542,40000
32553,40000
32564,40000
32572,40135
32590,40000
32596,40000
32597,40000
32600,63863
32609,68374
32614,44039
32615,40000
32617,66167
32618,71728
32623,54177
32626,57195
32646,68621
32653,81357
32662,68987
32664,78762
32665,40419
32668,48221
32676,40000
32677,40000
32687,55170
32689,58830
32691,54217
32692,49711
32694,40057
32696,54072
32703,66739
32704,40000
32724,63495
32728,46721
32731,40000
32734,40000
32735,78009
32750,40000
32756,53753
32766,56601
32767,52384
32768,67471
32769,40000
32771,40000
32775,40000
32776,84122
32778,40000
32797,63195
32799,40000
32809,45997
32818,57513
32822,71631
32830,49425
32835,40000
32842,66052
32858,45763
32864,49402
32882,65857
32891,40000
32892,56137
32919,40000
32923,70256
32925,40000
32928,60926
32931,74697
32940,49421
32949,52242
32964,40000
32967,40000
32972,40000
32977,65540
32979,40000
32994,40000
33001,40000
33006,64984
33008,96870
33011,40000
33013,40000
33018,47993
33020,40000
33024,85573
33041,58318
33045,44343
33056,52483
33078,84655
33079,61434
33081,40000
33085,53869
33087,53996
33093,45566
33098,42312
33101,56229
33105,40000
33112,40000
33125,40000
33129,56744
33151,46884
33161,40000
33164,49953
33176,70407
33177,40000
33191,44876
33193,95718
33194,40000
33203,40814
33205,67507
33211,40000
33212,85199
33219,40000
33223,40504
33226,64453
33257,40000
33259,40000
33265,47335
33272,59647
33279,71953
33287,43194
33296,53913
33298,42686
33302,40000
33306,67855
33309,73339
33313,40000
33324,45687
33331,40000
33334,55488
33339,43185
33359,86412
33364,40000
33368,40000
33373,48118
33386,56808
33394,64774
33402,46633
33405,56038
33406,68350
33416,40000
33429,77914
33433,84694
33441,40000
33449,81076
33451,52827
33462,51327
33470,44293
33472,51543
33477,42703
33493,43226
33494,56768
33512,46848
33518,54322
33520,40000
33522,40000
33526,51563
33529,48047
33532,57669
33535,40000
33546,63822
33552,70187
33563,40000
33566,48158
33579,78586
33583,52604
33591,46621
33603,87759
33614,40000
33619,40000
33625,61313
33631,66795
33632,51309
33647,65433
33652,44082
33655,40501
33658,40000
33665,45540
33675,40000
33681,78274
33696,40000
33698,80844
33703,40000
33715,53944
33725,40000
33727,66611
33735,46330
33756,59237
33759,40000
33761,41007
33768,40000
33771,45859
33783,51456
33787,46176
33792,40000
33793,51808
33794,49243
33800,40000
33803,41919
33805,44748
33812,73574
33823,64256
33838,58188
33847,40000
33852,74269
33857,47471
33862,81758
33867,40000
33868,40000
33896,40000
33897,40000
33898,53738
33914,58307
33923,66687
33927,53116
33932,52567
33933,40000
33936,49329
33940,40000
33963,40962
33969,59860
33973,45097
33978,67149
33983,59416
33993,40000
33996,40000
33997,49357
34020,40000
34032,62672
34037,40000
34049,75061
34052,54251
34057,40000
34064,68256
34070,40000
34075,55343
34082,43989
34102,60641
34108,75209
34110,51644
34111,46429
34124,47317
34129,40000
34130,40000
34136,55215
34142,44423
34150,71615
34152,59135
34158,60792
34163,40000
34167,75263
34173,65828
34180,40000
34184,55794
34195,56882
34198,40000
34202,43449
34203,41793
34208,40000
34215,75410
34223,79150
34234,40000
34248,47475
34255,40000
34257,40000
34262,76078
34279,40000
34304,40000
34308,50746
34320,81680
34327,52876
34329,40000
34334,47401
34343,62698
34354,52117
34374,72162
34375,45550
34377,40000
34388,40986
34393,40000
34394,40000
34399,40866
